Name,RatingValue,DatePublished,Review
Wilbur Mexicana,4,2020-04-27,"Nice little spot for a casual lunch with friends! Lots of different options for tacos, and the ones I tried were delicious!"
Dynasty Chinese Cuisine,3,2019-03-02,"Food was tasty.

Eyelash found in tripe dish.

Guy tried to give us leftovers.

Prices are not available unless you ask. FYI here are the prices."
King’s Tacos,5,2019-08-03,Portion sizes are huge. We've shared one taco dish between two people. Service is always friendly. Free fresh chips and dipping sauces. Very authentic and delicious!
GB Hand-pulled Noodles,3,2019-04-07,"Cheap and delicious, two of my favourite words, accurately describe GB Hand-Pulled Noodles.

As is typically the case, places like this come with its sacrifices. For starters, there was a line out the door when I strolled in one Saturday for lunch with friends. 

We were eventually seated, though I found the tables quite packed together - they really maximized the space....to the detriment of comfort. 

The food makes up for it - I tried the thick beef noodles and they were some of the best I've had. Plus, you can even see your noodles getting pulled and freshly cooked.

But, before you're even finished your delicious bowl, you'll find waiters beginning to clean your table and dropping you the bill - you'll definitely feel rushed when eating here."
Ho Ho Barbeque,3,2019-08-20,"Found this on Yelp and picked it cause it had a higher rating than the other shops all lined up serving the same thing!

There were only a few people in line for Ho Ho, but there was a line out the door a few shops down. Probably should've gone to the other place, but this one was ok.

Pork was ok. The skin was still crispy when we got back to the hotel. Duck wasn't anything special. Cha siu was ok. This w all about average for us, although I know our moms would say it wasn't good.

Next time, I'll have to try the other place with the longer line."
Terroni,2,2019-12-12,"Very spacious restaurant, a bonus for downtown foodies. 
The location used to be a bank, so the architecture inside is unique, interesting, and stunning.
(Be sure to visit washrooms and vaults in the bsmt.) 

The menu is not typical Italian, which was a bit disappointing for my group of 7, and they're not open to substitutions for dietary / halal purposes. 

Our server was very insistent about what we should and shouldn't apply cheese to, a quick suggestion would've been nice - but then let ppl eat how they want to!

Food was a bit bland, although their tomato sauce tastes fresh and authentic. The fresh cut hot peppers they bring to the table saved our meals. 
*Be prepared to cut the uncooked basil on the Margherita pizza yourself ‍ it's just placed uncooked in the center.  

Desserts are a different story, very nice presentation and the taste was even better! The Tiramisu & Creme Caramel were a nice end to a mehh unexciting lunch. 

Not a lot of veggie/salad/vegan options for those who have medical / religious restrictions. 
But if you're into fusion menus and meat in everything  - this is definitely a great place to go for that."
Fishman Lobster Clubhouse Restaurant,5,2019-09-21,"This is a restaurant meant for dining in large groups. The food is delicious and good quality seafood, with large quantities, depending on the option you choose. One thing to keep in mind is that the menu options are a bit on the higher budget scale, but the portions are quite good. The highlight dishes are the lobster tower, crab tower, and deep fried oysters.

Make sure to call in advance and reserve a table."
Blooming Orchid,1,2019-11-01,"NEVER ORDER FROM THIS RESTAURANT! We order from them at least 10 times a week, from our staff to our agents. And today they showed us how POOR their customer service is. We got food poisoning from their food and one of their employees called us disrespectful names. When we walked over to talk to the manager, one of their employees lied and said he was the manager AND the owner - told us he doesn't believe us and that we don't ever have to order from them again because our money doesn't keep their business open. THE WORST CUSTOMER SERVICE EVER! Save your money and order from a place you would feel valued as a loyal customer instead!"
La Chingada,3,2019-05-21,"I think this is between a 3 and a 4.  I enjoyed the tacos,   the chicken one was really very tasty.  But what a mess to eat,  the wrap was very soft and fell apart but it all had a wonderful taste,   lots of flavours.

I had the melted cheese starter with chorizo,  it was ok.  I personally don't like the corn wrap they make here.   They are thick and heavy and really doesn't add anything to the cheese dip.    We had the chips and dip to start with.   There was were some very nice dips here from chillies and guacamole too.   The chips are quite salty though, be warned.   We also had a tasty citrus drink,  grapefruit based,  this was very nice,  we both enjoyed this.   We ended with the churros which were very nice.  Sweet cinammon sugar on top,   very yummy. 

On the whole it was good and alright mixed together.   But also isn't cheap.   I think it cost us $70 for food and two sodas,"
7 Numbers Restaurant,1,2017-07-08,"We came to this place attracted by BlogTO's boast of the best lasagna in town. What's a better way to try the place then the Family Meal it has on the menu. For a set price you get to try a little bit of all their well known food.

It comes with appetizers, salads, pasta, and a main course to share.  With all the rave reviews, we thought we were going to have the best meal of our lives.

To note: Their Lasagna was pretty good. It comes in the menu as a small for just under $10 or a bigger pasta size.  I will return just for that.

Everything else, my companion and I were pretty disappointed.  Granted, it should be pretty hard to screw up a salad. Most is just compilation of freshly chopped up raw ingredients.  One of the salads was dressed REALLY sour.  I ended up taking it home and tossing it with more raw vegetables to be palatable.

The pasta sampler plate they provided came with 3 pasta of their choices - this included the legendary lasagna.  It was the ONLY good thing on the plate. One of the pasta was undercooked so it was still crunchy. We had to send it back to be more ""al dente.""

The only control of choice you have was the main dish. We were able to each choose 2 mains individually -  a pork chop and a lamb shank.  That being the highlight of the meal, we were both pretty disappointed too.  The pork chop was way overcook and tough. The lamb shank - well...we had better elsewhere.

We expected a lot more going into the restaurant especially paying over $100 including wine. We both agree afterwards we should had just gotten a lasagna and that's it.

This place was not horrendous but I would not go out of my way to return."
Swatow Restaurant,5,2019-12-28,"Stopped by this restaurant with my parents for nostalgic reasons. They both raved about it being the best place for noodles since they were in high school. They said it's one of the few places that had authentic Shantou noodles. So we tried the noodles with fish slices, fish balls, and beef brisket. The noodles instantly reminded me of the ones I had in Chiuchow and Shantou, which I still dream about. The broth was light, the noodles were cooked firm, and the fish balls were flavourful. The beef brisket was tender and juicy. Although these noodles can't exactly replicate my experience back in China, it did hit the mark! After finishing our noodle bowls, we also took out some fish balls to cook at home. It was such a satisfying and comforting meal. Looking forward to coming back for more noodles!"
Yummy Yummy Dumplings,3,2019-10-22,Apparently closed today Tuesday Oct 22 at 5pm. Sign says closed Wednesday so I'm not sure what's going on
Nodo Restaurant,3,2020-02-16,"Atmosphere in this restaurant was nice food was delicious but I can't tell you how cheap they are on their drinks
Tall skinny Glass half filled with ice maybe a quarter of a can of pop/coke you're getting $2.30 per serving it left such a bad taste in my mouth I felt ripped off really think about it your customers are paying $23 for a plate of pasta and you can't provide them a full can or a decent portion of your fountain drink really really cheap and I've never seen anything like it in all of my travels so for that is why I'm leaving a three star"
Artisan Plus,4,2020-01-09,"Pros:
Well done hand pulled noodles
Nice variety on menu

Cons:
Seating is tight

Artisan has been in the North York area for quite a while.  This place is there venture into the downtown core.  This much larger location is welcome addition to the downtown area.  Fans of hand pulled noodles should give this place a try.

As I mentioned earlier, this location is much larger than it's North York counterpart.  However, being downtown, it is subject to some limitations as well.  As with many downtown restaurant locations, I feel the seating is tight.  It's a veritable obstacle course when the place is full and everyone has their stuff with them.  The seats here are all of the stool variety as well.  There's a little slot for some space to put your things.  But with most people, you will not have anything to hang your jackets, bags etc on which means you probably place it nearby on the floor which adds to the obstacle course.

I was actually impressed by the menu here.  They have a good assortment of noodles to choose from here.  Some of them seem like original creations that you can't just find anywhere else.  I settled on the classic braised beef noodle and my wife got the clam mashi.  

As you can see from my pics, the presentation on their dishes here are spot on.  Every dish that came out from the kitchen looked very good.  I have to be honest, when my bowl of noodles came out I thought I was going to have to eat something else after.  The bowl was on the smaller side for beef noodles.  However, they do pack a good amount of noodles in there. It should be more than enough for normal appetites.  Big eaters like I am should definitely consider the extra noodle options.

Taste wise, the beef noodle was on point.  The broth was nice and not overly salty.  Noodles were pretty good with some bite.  They weren't the best noodles I've ever had, but they were very good in their own way.  The beef was tender and at least stewed for quite a bit before being served.  All in all, great bowl of noodles.  My wife's dish felt more like an Italian pasta dish.  If it wasn't for the spiciness and the wood ear mushrooms, you could easily serve it at an Italian restaurant and nobody would bat en eye.  Even the noodles looked like gnocchi!

Service was great overall during our visit.  A little disappointment that they only accept cash and debit.  Overall, this is a great little place to try our if you're a fan of hand pulled noodles.  There definitely some of other dishes I saw that I would like to try next time I'm here."
MEXITACO,2,2019-07-22,"This was the worst $32 I ever spent ... 
soggy & flavourless. Was very excited to try this place but I don't think I will be returning or ordering again in the future. Disappointed :("
El Trompo Taco Bar,3,2019-05-26,"2.5 stars but rounds up to 3. Okay tacos but nothing special. Al pastor was dry and lacked flavor.  Service was friendly and very quick (tacos came in less than 3 minutes after ordering).  Frozen margs we're good, though. 

Tinga Tacos: 3/5
Al Pastor Tacos: 2/5
Mango Margarita: 4/5"
Hacienda las Américas,3,2020-02-23,"3.5/5 
The food is alright and authentic, prices are reasonable for the area and the service is friendly. The guacamole is made fresh to order so that's always a plus! I ordered 3 different taco flavours (steak, pork and fish) and preferred the steak fajitas tacos the best as it was super juicy. Wish there was some type of small side that accompanied the meal."
Ha Gow Dim Sum House,1,2019-03-03,"Went today with my boyfriend to try the dim sum over the weekend and was disappointed. Got there at 1:30 PM and ordered about four or five different dim sum's and was told to wait while it was being made. 

The order was for take out. Waited for an hour and a bit and still no end in sight of when I would get my order. I must've seen five Uber eats pick up their orders way after me and there were two or three people behind the line that got seated for dine in, and got served their food before me getting my order. 

After waiting patiently for an hour for my take out order to be completed I went up to the cashier and told them to cancel our order since it wasn't even made at that point. All they said was that they were really backed up. I spoke to both workers and said this isn't right that you guys didn't tell us we have to wait A whole hour for take out. We have been standing at the restaurant at the lineup for a whole hour and still our order was not made at that point in time. Poor Organization."
Dimmi Bar & Trattoria,3,2019-12-10,Came here for lunch with group of friends. Service was good and attentive. Food portion is small for the price. Finished the spaghetti meatballs and was still hungry. Probably will not come back.
La Vecchia Ristorante,1,2017-02-04,"I live in the Yonge/ Egg area and always heard this was supposed to be the best place on Yonge for food as the neighbourhood is quite lacking in the food area to begin with. 

I had high hopes for this restaurant but was gravely disappointed with the service and the food. The flavours they have are all wrong. Most of the food was very pungent and did not have a smooth flow of flavours. It was rather sour the risotto we ordered. We also ordered prawns and the sauces they chose were sour and pungent with too much salt. ( it's all in the sauce for Italian dishes). 

The Gnocchi was okay, it tasted like the Costco brand in a cream sauce ( who could mess up a cream sauce tbh) anyhow I am very disappointed. I did not find the food appetizing at all. The flavours were all mixed up and not great on the palette. 

My waiter unfortunately was very short tempered and seemed agitated the whole time whilst serving my family and I. Whenever we did need something he was never available and would rush off before we finished speaking with him. 

Anyway sad to have to review it like this but that is truly my opinion. 

No match to Campagnolo on Dundas or Buca"
Mariachi’s Restaurant,5,2020-05-08,"been there a couple times just before the lockdown 
staff great 
food fresh and hot .....lots of fun and it doesn't break the bank!!"
Yummy Yummy Dumplings,3,2019-04-19,"Well, this was a good place to me after the owner said I have to pay 10% tip? 

This is not a full service restaurant, I actually had to go to the cashier to pay my bill so I wouldn't understand why I have to pay 10%?

My bill was 37.32 and I have her $40，and I asked her kept the changes and she said it's not enough? 
It's totally ridiculous! I wouldn't care if the food good or not. It's really pricey as well."
Fishman Lobster Clubhouse Restaurant,3,2020-01-13,"Stepped into the restaurant and was surrounded by endless tanks of freakishly large crabs. We got the Hong Kong style lobster (4.83 lbs) lunch set that included soup, fried rice, snow pea with goji berries, and dessert. It was nice that we got a bunch of different dishes to try. We also had a lot of food at the end to take home too

Honestly though I started to get sick of the lobster after a few bites since it is fried and quite oily. I ended up eating the veggies/fried rice instead! I also find I prefer lobster fried with ginger and scallion more than HK style. Service was incredibly slow when we went.

Overall I think it was good to try, but I don't know if I would return again. I think it'd be good for special occasions or to treat people that like seafood due to the visual wow factor of the dish though!"
Seven Lives Tacos y Mariscos,4,2019-09-25,"4 stars for taste
2 stars for price 
Which really should be a 3, but the meat is just so delicious. Coming from LA, I just don't think I can justify 6 CAD for ONE taco and one alone!! If you expect to be full, get ready to spend 20 CAD per person (and really that's like 3 tacos plus tax). 

With price aside, the taste is absolutely delicious. I tried the Pollo Asado and Carnitas- the chicken taco was so tender and the dressing was creamy, dressed with carrots. The carnitas was more no frills - meat with a salsa. 

There's a salsa bar on the side and limited seating, one bench table and the rest is counter space along the window."
Gusto 101,3,2019-08-27,"I ordered a cappuccino with lenticchie while my friend ordered the mushroom bruschetta and panna cotta. I sampled her food as well so I will share my thoughts.

Cappuccino was okay. It was a nice and quick pick me up after work. Lenticchie was average.The lentils were flavoured with crispy salami, pachino tomatoes and zucchini. I couldn't taste the zucchini but the rest was nicely flavoured.

Mushroom bruschetta and panna cotta was Michu better in comparison. Mushroom bruschetta was nice and crunchy. The mushrooms were flavoured nicely and brought out a lot of its natural flavours. The panna cotta has a citrusy taste and a really great summer treat!

Servers were quick to refill waters and to check if we were doing okay. Price point is fairly high for what we ordered but will come back to try the pasta."
Yummy Yummy Dumplings,3,2019-09-22,"Cute family run restaurant in Chinatown.
Everything made fresh and speedy.
Food is okay. The restaurant is busy but not full."
Hong Kong Bistro Cafe,1,2019-12-31,"Just prepared that you may wait more than 50 mins for food serving. i came here twice. each time me and my friends will waiting more than 50 mins for food after we ordered. no matter how many customers in here. they are always very slow. even fried rice, they will take that long.

And the fried rice. Are not totally sauced... even it took 50 mins to make."
Tacos El Asador,2,2019-02-26,"Cash only.. it's 2019 
Plates with holes in it.. it's 2019
Food is decent, but get the basics right"
Taverna Mercatto,3,2019-03-29,"i tried this place out on a week night for my birthday w.3 of my gfs. we ordered 4 pasta dishes and a charcuterie board to share. our server (short redish hair) didnt seem enthused all night..not sure if thats just how she was..but definitely not on the friendly side. she seem quite hostel towards us than the other server we saw.. but we made our own night fun w.each other! 
service 3/5.

the salami charcuterie board was ok..nothing in particular wowed us with it. she brought it out and dropped it on our table. no explaination as to what was what..didnt know which salami/cured meat was which..didnt even know which cheese selection they had given us either.. it wouldve been nice to know what we were feasting on..i know my friend requested more salami and a cheese that wasnt so strong. i think they gave us brie cheese..

we then got the 4 pastas: orecchiette, bolognese, pappardelle & carbonara.
all of it was really good! forgot to ask for the pastas to be cooked a little more well but the flavours are nice.
braised rabbit was tender. fennel sausage had a nice kick. bolognese meat sauce was delicious carbonara wasnt overly creamy.

overall food 4/5.

atmosphere was nice. dim lit, cute little lights hung through out. lots of seating and tables throughout the place. not sure how busy it would be on a weekend..but id love to come back and try their pizzas!"
Ho Ho Barbeque,2,2019-10-08,I was disappointed with this place for the price they charge their portion is so small I got the duck with rice barely any duck a bunch of cheapscapes the duck was okay honestly the duck at congee Queen was better price and way better taste last time I'm coming here
Mexico Lindo,5,2020-02-23,"Ordered for the first time but I've heard so many great things about this place...
WOW
The portions are huge! Very hearty and fresh.
Everything stayed perfectly hot and ready.

The chicken was so tender and flavourful. 

I'll definitely have to get other things from the menu!"
Como En Casa,2,2019-08-27,"I took the advice of one of the reviewers on Yelp & I got the hybrid burrito.  Boy was I disappointed.  I thought the flavours were sooo bland & the burrito itself was rice heavy & lacked sufficient amount of meat. Seriously I didn't even want to finish it.

Also it seemed like (from the pics on here) that this was a take out place, but it's not.  It's all table service.  

I just think this restaurant did not hold a candle to restaurants in the same price range.  In other words, it was ridiculously over-priced for what you get.  The burrito alone was around $15."
Taverna Mercatto,3,2019-10-24,"A last minute decision as we were staying at Delta Toronto a 2 minute walk from our hotel!

Love the drink list: wine, beer, cocktails. A great place to have a drink with snacks. 

We seated by the bar area, so one of the bartenders was serving us. We were checked on frequently and the service was attentive.

Food was ok, quite standard and did not wow me. I though will come back or a night cap if I am in the area."
El Trompo Taco Bar,3,2019-04-07,"El Trompo has always flown over my head - I've walked by a hundred times but never noticed it. I'm happy I finally did, because the tacos here are amazing! These tacos are more ""street"" than Seven Lives', but there's definitely a time and place for them

While the tacos here are great, I was incredibly disappointed that the chips + pico I ordered to start seemed to be store-bought tortilla chips - they reminded me of Tostitos. The pico was pre-made, and super cold out  of the fridge, another disappointment. Plus, service is spotty."
DaiLo,3,2019-09-23,"Good food and unique flavours but found it a bit pricey for whats it worth. Came here on a Sunday evening to a somewhat empty restaurant that filled up slowly throughout the night. Dishes were flavourful but expensive. The portions are also quite small so if you want to fill up, you'll need to spend quite a bit. I may personally struggle a bit with fusion Chinese restaurants as I often find similarily tasty food for significantly cheaper in traditional restaurants. 

Worth a try but I won't be a regular!"
Grazie Ristorante,2,2019-10-24,"My review is for Uber eats delivery from Grazie.
We ordered 2 pizzas-1 classic margarita and one mushroom. Both pizzas were stone cold and were undercooked. It tasted kind of like frozen pizza you can get from a supermarket. 
There are so many great pizza places in the area and unfortunately this isn't one of them"
Xola Mexican Food,5,2018-05-27,"Absolutely the best Mexican restaurant in Toronto... The other comments stating the same fact are true. The chef and family cook with heart and the result is pure authentic Mexican food that is definitely top class. We tried the steak taco and duck confit... Our taste buds were having a feista on their own. 

Highly recommend this restaurant and will come back for repeat visits."
Fusaro’s Kitchen,5,2018-11-12,"Can't say enough about Fusaros! An affordable and delicious Italian spot in the heart of Toronto, it's one of my staples. I've eaten in, taken out, and even come for just a bottle of wine (which is super affordable at $25 a bottle).

I'm a sucker for their bolognese but before I found my go-to I had tried their Italian sausage pasta and a few of their pizzas. Everything is delicious.

It is somewhat on the simpler side but at the price point it's at, I wasn't expecting something over the top fancy. It's essentially a better and more delicious version of the pasta you'd make yourself at home. Which is nice.. that comfort food .

It's also on the smaller side in terms of location size but maybe it's a hidden gem or something - I've never had any issues getting a table regardless of the day or time I've visited."
Lai Wah Heen,5,2017-08-01,"I'm surprised to read all these contrasting, love-or-hate reviews about Lai Wah Heen as I was fairly impressed with my experience here. And this is from someone who comes from a Cantonese background, grew up with dim sum flowing through my veins, and, as such, is very picky and demanding about it.

Yes, the setting in an otherwise aging hotel building (if the public areas are any indication) might not be the most inviting at first, but when you step inside, the first thing you notice is the clean, well-maintained venue that actually looks like a formal dining room - unlike the average unkempt dim sum house. Next, most of the staff appears to be native Cantonese speakers, which is always reassuring in terms of authenticity (although they do speak Mandarin, as many customers insisted). Perhaps, as someone who could speak Cantonese myself, I got friendlier and more engaging service than others would.

Although I got quite the sticker shock when I first reviewed the menu, I was also pleasantly surprised by how well-presented each item was. The lobster and shrimp dumpling, for example, came in the shape of a lobster, and had good chunks of seafood inside. The deep-fried prawn and scallop wrapped in bacon? Exactly as delicious as the description suggests. A steamed beancurd roll of mushrooms and truffle simply rose above typical dim sum fare. Meanwhile, the crispy fried pastry of foie gras and minced pork was also inviting in terms of its presentation - indeed, French-inspired - and also satisfying going down. Dim sum staples like the shrimp dumplings (har gow) and beef rice rolls (cheong fun) were also on point.

Furthermore, while it's all not going to be the best-tasting, best-value dim sum ever, nothing tasted bland or bad either. Just... decent. In another reassuring sign, I experienced none of the suffocating thirstiness afterwards that you'd get from lower-quality dim sum houses that douse their offerings with MSG or salt. Again, another check mark in terms of quality.

Given the effort they put into the presentation and the quality of the ingredients, I was quite satisfied with my visit here, even if it was quite expensive. Is this going to be a cheap, everyday dim sum experience? Absolutely not. But is this going to be a special treat that rises above the usual loud, busy, run-of-the-mill-quality dim sum hall? Absolutely yes."
Carisma,5,2018-10-12,"Took my friend here for a birthday lunch. It's been a while since then so my details are sketchy but here's what I remember:

Decor is very dark and luxe.

The food was really tasty. I remember going in with no expectations but we both loved what we ordered and were totally pleasantly surprised!

Would definitely return."
Donatello Restaurant,4,2018-07-19,"Came here with the hubby and a friend for a casual dining evening and enjoyed our time here. 

It's something between a casual and formal dinner setting and right in the middle of downtown. They have multiple seating options which is amazing. They had an outdoor patio, indoors on the first floor and a balcony available for seating. On a summer evening, sitting outside was just perfect! 

We ordered some prosecco and enjoyed our drinks when we got some bread and oil. The service was decent but we did feel that they were prioritizing some other customers over us. People who came long after we did got served their bread and drinks while we waited for us. 

Our food was tasty - we got the specials (salmon and pasta) and the chicken in a rose sauce from the menu. Both were delicious. 

The rooftop patio/balcony is where we sat and it was beautiful. I highly recommend sitting outdoors if possible during a warm day. 

When we got our bill, the staff member added the gratuity on it automatically but it wasn't clear. When we asked him to explain what was written on it he started saying something very random which didn't make sense. We had someone else come and explain it to us that it was the gratuity. I did feel that the serving staff could do a bit more to make a better experience in terms of service. But overall this place gets a 3.5 to 4 Star for its food and ambience experience."
Buca Yorkville,3,2019-08-24,"Debated long and hard on what rating to give; ultimately decided on a 3.5, but rounded downwards to a 3! Although I had a great time there with  colleagues, it was really due to the company. The food was decent (neither spectacular nor amazing), but the service was, for the most part, non-existent. It took so long to flag someone down!

We had reserved a table for 10 at 6:30PM, and were seated in a private area, slightly hidden from the rest of the restaurant. To start, we ordered a selection of three salumi di mare. Don't be fooled! While many things here at Buca Yorkville are seafood-related, the salumi does contain some pork options. With the server's recommendation, we got the Soppressata di Polipo (octopus salami which therefore includes pork), Opah (cured moonfish), and I believe the Salmone Affumicato (smoked salmon). Accompanying this spread were gnocco fritto, fried squid ink dumplngs made with pork fat, and two small pieces of pickled onion. The smoked fish was the best and absolutely stole the show! It had a very rich and smoky flavour, and the saltiness whet my appetite. However, the other salumi were just okay.

A must order at Buca is the nodini - these small garlicky bread knots that are little bites of heaven! As my manager says, these are the ""yesdini"". We got two orders for the table, but as the knots disappeared in record time, we ordered another two portions. These nodini really stole the show!

We then ordered our own mains; I got the Polipo e Vongole. A small whole octopus came placed on top of some clams and crispy artichokes, with these al dente small pasta balls (the fregola sarda, which resembles couscous) soaking up the delicious broth. However, the octopus truly fell flat. It was soft, but lacked all flavour - it was bland, unseasoned, and just didn't stand out. For a main that costs $50, I was expecting something a bit more. My colleague ordered the risotto, and was very disappointed as well. It came in an extremely small and shallow bowl / plate, and he devoured it all in the matter of minutes. 

For dessert, we ordered two pairs of three desserts (from the four on the menu) to share:
Tiramisu - This dish barely resembled a tiramisu, and was more along the lines of a deconstructed dessert with a dark chocolate shell and mascarpone cream. It was interesting, but not what we were craving for and wanted.
Pizelle - This dessert stole the show, and was the best! The peach preserve and whipped cream made it appear deceivingly light (although you're well aware it's not, given all the dairy and richness). The presentation was also lovely; when the server poured the ganache over the top, the dessert was just imploring me to take photos!
Torta - I forgot the full name, but this chocolate hazelnut tart served with olive oil and squid ink just completely missed the mark. The olive oil imparted some savouriness to the dish, but the squid ink took it to a whole other level by adding some fishy essence. We left this largely untouched.

The wine assortment here is good, but also pricey (we paid ~$250 for a bottle of red, I believe). If I were to go to Buca again, I'd likely go to the King location for more of the earthy and meaty pasta choices. While this location was decent, it simply didn't meet expectations."
Sichuan Garden Restaurant,3,2018-11-10,"It looks really sketchy outside but don't like it scare u away, cuz the food is pretty good! Let's talk about the 4 dishes we ordered:

1. Dan dan noodles. Okay I'm pretty sure it is not the authentic dan dan noodles but the way they presented it was pretty smart. All the spicy sauce is on the bottom of the bowl because if u can't take that much spicy then u don't have to stir all into the noodles. But other than that no comments.
2. Chicken dry pot. We ordered this because other three plate wasn't enough. It came on a stove and a pot, it tastes amazing but the fire down the stove is just really concerning I wish they could use some protection around it.
3. Spicy beef. ITS SO GOOD and SO SPICY. I freakin loved it!! I'm not joking about the spicy level of this dish so if u can't really take real spicy u need to bring ice milk with u. Also u need to try the numbing pepper that Sichuan cuisine has, it will numb ur tongue and it is such a cool sensation.
4. Double cooked pork belly. It's extremely salty, like super duper salty. We had to order rice to eat this. 

The service: the waiters and waitresses hang around but they r really slow at services."
Mexico Lindo,3,2016-10-29,"I would rate this place a 3.5.  The decor was greatly outdated.  The food was tasty Mexican food, nothing wrong with anything my table got.  Just be weary, if you're not into spice make sure you know what you're ordering with the waiter.  The pictures everyone has posted is exactly what we got.

In terms of the service, it was a one man show.  I get what other reviews mean about the service.  This older gentleman (maybe owner?) took the orders, showed people to their seats, bused the tables, refilled water, etc.  He did everything 2-3 waiters would do.  No surprise that getting his attention would be difficult.  We had no issues with the service.  

FYI, if your mouth is on fire from the chorizo or other spicy sauces, Hollywood Gelato is only a few buildings north."
Sugo,5,2019-08-06,"After a 2 hour wait time, we sat down for a carb heavy meal and every bite was delicious! 

My BF bet his friends they couldn't finish a meal on their own (both of them did.)  haha We shared a meal between us and were both FULL. Great value if you don't bet your friends and end up paying for the whole table Haha!

Blasting music and wine flowing it made for a fun atmosphere!  We'll be back! :) 

We did the Veal Parm & Spaghetti  Apparently it's all homemade."
Ramen Isshin,2,2020-05-20,"I love Ramen and every winter I'm in Japan . Was dying to try   legendary vegan Isshin ramen  since my English teaser highly recommended . TOO SALTY!! 
In Toronto way more better places . May b other dishes would tests batter , I never back to that one . 
Hope it helps"
Blu Ristorante,5,2019-11-08,"Excellent atmosphere, superior service, wonderful food, great wine selection. What's not to love?"
Carisma,1,2019-10-20,"- Not worth for its price. Both service and quality of food. 
- Pappardelle very hard not fully cooked
- Risotto hard as well 
- In this city when there are so many Italian restaurants to compete with, this type of quality simply unacceptable. 
- The lady who served us seemed very unhappy and no smile during the whole dining period.  At the end of the mains, she wiped the dinning table but did such a sloppy job that all crumbles fell on my lap.  I do not know the purpose of doing it. 
- the ""supervisor"" or the manager walked around the room and consciously or subconsciously patted our velvet lounge chair to tell us hurry up cause we might have chatted too long and eating too slow.  
Overall, we are a group of three and we picked this place for our Japanese friend's visit for our first time. None of us would return again.  Pure disappointment."
La Marquesita,4,2019-09-04,"I ordered the pulled pork Campechano Torta which was on special through Ritual eats. It's sort of like a taco one a sandwich was interesting to try. The bread is toasted till it's crunchy which helps prevent it from getting soggy from the salsa's and sauces. The meat was tender and came in a good quantity. One of the salsas was a bit overpowering compared to everything else, but otherwise the sandwich meshed well. Not sure if I would pay full price, since it didn't come with a side chips or anything like that, but as a one off meal I definitely enjoyed it."
Khao San Road,3,2019-06-23,"Food: 4/5
Service: 3.5/5
Decor: 3/5
Price: 4/5

Small and quaint. When entering there was a sign warning about bugs that may look like cockroaches inside the restaurant. It says to not be alarmed they are not cockroaches and it is natural during the summer days for these little insects to find their way indoors. If spotted you can call a waiter to come by and they will sweep them up and take them outdoors. 

The menu's are suuuuper dirty. They do not wipe them down at all! There's tons of grit and its sticky on all 3 of our menu's. The pricing wasn't too clearly shown. For the main's its all the same price located at the very top $16.95 and then you can add on your different meats for a dollar or 2 on top. 

We got two appetizers the garlic shrimp and the fried chicken. They were both delicious!. For the mains the green curry was okay, we got it with beef. Big mistake, their beef is extremely tough! it was super dry, felt like it's been cooked for days and kept in the fridge to be warmed up in a microwave and tossed into the curry to serve. The 3 flavours pad thai was good. had a lot of flavour and ingredients as well. The best out of the 3 was the Khao Soi, i got that one with chicken. Delicious. No complaints. 

We let the waitress know about the really tough beef and she just took the dish and brought it to the kitchen without saying a word. After a few minutes she came back and said she would switch the curry to chicken instead. We agreed and she took the plate back inside. It was a pretty busy night so taking awhile for the food to come out is understandable. I shared the Khao Soi and waited for the green curry to come out. By the time we finished our food it finally came. We just asked for it to-go. 

The service i would say is about a 3.5, she seemed as though she was just rushing through everything without talking with the customers. Food took quite a while as well. I would go back to try their other menu items."
Sugo,2,2020-03-09,This place is overhyped.... the food was quite mediocre however the line was out the door the entire time we were there. We tried the Spaghetti & Meatballs and the Chicken Parmesan Sandwich. The meatball was delicious. However the rest was forgettable.
MEXITACO,3,2019-09-19,"I really had high hopes after Reading the other reviews on yelp. Perhaps my review is a little muddied from the fact that I just returned from Mexico City. Nonetheless I found the food to be tasteful, but I'm afraid most of the food we ordered-  the ceviche and the soup was pre- frozen and de thawed to serve. 

Granted we did come in on Monday evening and it was quite dead so I don't think they had a full kitchen working that night. I think I might return one more time on the weekend or a Friday night to see if the service and the food is anymore fresh."
