Name,RatingValue,DatePublished,Review
Como En Casa,2,2018-03-27,"Two words can summarize my thoughts on the food here: overpriced and bland. I was super stoked to try Como En Casa because (1) I LOVE Mexican food and (2) fellow Yelpers have given this place such glowing reviews. We placed a takeout order on a Friday night. I ordered a small chicken burrito and my husband ordered a large verde burrito with beef. When I called and placed the order on the phone, the person asked me ""if guacamole was okay"". I said yes. To my chagrin, the guacamole was an extra charge, and we ended up paying nearly $30 for two burritos. I recognize that it's partly my fault for not checking if guacamole was extra, but I thought the way that I was asked suggested it was included, and they were asking if I wanted it on my burrito. Just seemed kind of slimy, if you ask me. 

All of this (including the high-ish price tag) would have been fine if I enjoyed my burrito. Negative. The meat was incredibly dry and bland. I barely had any chicken in my burrito, and if I did manage to snag some meat, it tasted like chewy old chicken. The burrito was mostly rice with, like, one piece of lettuce. I barely tasted a tomato or anything to break up the rice. I didn't notice any beans or sour cream. Honestly, this was a terrible burrito. I think I'm pretty easy to impress with Mexican food, but this was just horrible. My husband didn't like his either. I won't be wasting my precious Friday-night cheat meal on this place."
Artisan Plus,5,2020-01-22,"Amazing noodle shop!

Seating is a bit tight, so not the best winter spot with jackets, but there are some little storage spots found all around. Their decor, on the other had, is on point--and so is their food! I think pretty much anything here is a winner in my book. 

We got the wok cumin che mian, yopo biang biang mian, pork jia mo, spicy stewed beef noodle, and liang pi.
The wok cumin che mian is a nice spiced and savory side dish. It could realistically be considered a small meal if you ate it by itself. 
The yopo biang biang mian has a bit of everything. It has a sweet and savory taste and plenty of toppings for the noodles! I love how they really don't skimp out on the toppings, which likely consists of half the dish! Their noodles are also wonderfully springy. 
The pork jia mo was absolutely stuffed with filing and was delicious! Really great simple item if you're on the go. 
The spicy stewed beef noodle was very nice. The beef fell apart and the broth was savory. It's not a very stand-out dish at this place, as it closely resembles a lot of Chinese beef noodle soup offerings at restaurants--but it's tasty nonetheless. 
Their liang pi is very peanuty and not very spicy, despite what it looks like (at least in my opinion). It reminds me of Thai or Vietnamese style foods and is very refreshing! 

This is an absolutely amazing restaurant for super delicious noodle dishes and at a pretty fair price points, considering the location and quality! They have quite a variety of noodle dishes, so there's something for everyone. Would highly recommend coming here at least once!"
Nodo Restaurant,3,2018-06-24,"For such a charming looking restaurant with high ratings, I had big hopes for Nodo. I loved the decor and set up, which I describe as a rustic boho chic. However, the food fell short of expectations and did not taste very authentic at all. I ordered the tradition gnocchi recommend by our server, it was so so. My friend had better luck with the fish. We shared the tiramisu for dessert, but that was also underwhelming and we only ate a quarter of it. The portions are fairly large if that helps."
Ho Ho Barbeque,3,2019-10-26,"This place was ok. We tried the roasted duck, roasted pork, and bbq pork, and pork tongue. Taste was average. Duck was very hard to bite through. Meats were cut sloppily and some barely cut. Floor was sticky. With so many better options around, probably won't try again."
Sugo,5,2020-02-24,"Oh yes padre. I have been salivating over this place for for quite some time now and when I was able to finally visit I was glad to see I wasn't disappointed!

My friend and I went on a Friday night at 5pm and to our delight there was no line up! Their dining area is very small and they don't do reservations. It's decorated with red and white table linens and there's a simple chalk menu board above where the cashier is. This area is for takeout orders. We sat down and our waitress came by to give us some advice about her favs which helped.

We got mozzarella sticks to start which was served with their signature sugo. They were super tasty. We also got a caesar salad. It was very fresh and super garlicky, just the way I like it! My friend got the gnocchi that came with their signature sugo (sauce) and I got chicken parmigiana with spaghetti in sugo. They gave me 2 pieces of chicken, and the mountain of spaghetti was HUGE. I seriously had leftovers for 2 meals after that. 

The chicken parmigiana was magnificent, tender and flavourful. The spaghetti was cooked perfectly and sauce was deliziosa. I had some of my friend's gnocchi too and wish I got too because it was so tasty, light and fluffy little pillows of gnocchi heaven.

We got tiramisu afterwards to share for dessert. Honestly at this point I was surprised we were able to have anything else. The tiramisu was so good. A good portion and it was one of the best tiramisus I've ever had!

Can't wait to come back here for the other dishes!"
Dumpling House Restaurant,1,2019-12-06,"This was my second time dining at this establishment, but mark my words it is the last! While eating an order of noodles I was splitting with my gf I came across a COCKROACH!!!!!  

When I confronted the owner he looked down at my plate and saw the roach and quickly took my plate and dashed to the kitchen before I had a chance to take a photo.

The only funny and bewildering part to this is that a group of people standing behind me waiting to be seated saw what had happened and witnessed the roach in my noodles and still decided to stay and dine !!!!

FAIR WARNING TO ALL, DO NOT EAT HERE!!! COCKROACHES ARE ALSO DINING AMONG YOU!!!"
La Chilaca Taqueria,3,2018-11-24,"I came here to try out some tacos.  The tacos average in price about $5 each.  They have different sauces that you can put on your tacos.   I tried the pork tacos.  While it wasn't bad, it wasn't memorable either.  

This place is located inside and there are other businesses inside as well.  It was hot and stuffy.  The restaurant wasn't the cleanest either.  

Overall, it was just ok.  A bit cheaper than the more famous place across the street."
Ho Ho Barbeque,2,2020-04-10,"Ordered a whole roast duck. One of the worker says to me that he had to cut the duck inside the kitchen. While I came home and opened the take out boxes, one of the box was full but the other box was half full and there were a lot of ducks's necks to replace the empty space. I have assumed they stole some of the goods part of the duck for their combo rice meal and they make $$$ out of that. No wonder that they had to cut the duck inside the kitchen so that you can not see what they are stealing. I had call my friends and they say the same thing.  The duck was good and you can taste the freshness and was not frozen but you lost me as a customer for life. The reasons why I brought the roast duck from them at that time because the other two Chinese roast meat place in the same area was closed due to Covid 19 and they was the only place open for Chinese roast meat. Words of month travel very fast and your business will suffer because of this unethical practice.
Now I know how they are able to sell the rice combo meals so cheap.
Buyers Beware."
Jacobs & Co. Steakhouse,5,2020-02-15,"Great food and amazing service. Loved every bit of it. 
Patrick (our waiter) made the experience even better. 
Worth every penny!"
La Vecchia Ristorante,5,2018-01-22,"Finally made it over here, and I'm glad I did. Met with a friend, and made reservations for a weekday, as they still are rather busy. 

For drinks, I had the Sofia Loren I believe, and it was a nice drink to start, but just a little too sweet for my palette. We ordered a bottle of their pinot Nero, which I had never heard of before. It was so delicious! Not overly sweet or dry, and chilled to perfection. I find red wine can make me feel very sleepy if I'm having it with a larger meal. 

We ordered the antipasto to start. I did enjoy what I had, but maybe would have preferred more cheese and meat than vegetables. 

For my main, I had the ravioli which was fantastic! It wasn't like 4 tiny pieces that you get at other places. This was a very filling dish that wasn't heavy, and full of flavour. I also am a sucker for truffles. My friend got the veal special and loved it. 

Now I would have given this place a 4, but the service was amazing! Raf was our waitress and was cracking jokes with us all night. She came with me downstairs to the bathroom as I am on crutches and offered to help me inside. She honestly made the experience memorable, and I hope the restaurant does read this, as she deserves a lot of credit."
La Chilaca Taqueria,4,2018-10-07,"Affordable tacos with well sized portions. What else can you ask for ?

La chilaca taqueria is small taco shop serving delicious morsels for a great price!  Selling 3-5$ tacos and certain specials (like 10$ for 4 pastor tacos). 

I ordered the carne, pastor, carnitas, pollo, and fish. I only wish I didn't get full so fast because I wanted more. Probably the closest thing I've tasted to tacos on the street in Mexico. 

Would highly recommend the fish ( very fresh and light) and the pastor (if you're a fan of pineapples) and if not go for the pork."
Ramen Isshin,5,2020-01-06,"Cozy Ramen place with excellent service! Loved the spicy miso Ramen - I liked how the Ramen was loaded with sprouts, gave it a different feel altogether! Pork was amazing and juicy! I also tried their sake cocktail- I am a sake lover now! 
Definitely visiting again !"
Ramen Isshin,3,2020-02-08,"Black Sesame Tan Tan:
Nice chewiness of the noodles, and it was very filling despite looking like a small portion. The fun part about this dish is you grind the black sesame and add it to your bowl as you desire! The black sesame added a very fragrant taste. This was a nice experience, however it was too salty for me (apparently a lot of things I eat are too salty for me though??? Something must be wrong with my taste buds). I tried my friends white sesame noodles and that was less salty, and the broth was more light and creamy. I would probably get that instead next time. Glad to finally be able to cross Ramen Isshin off my list"
Yummy Yummy Dumplings,1,2018-09-30,"I was craving soup dumplings and this restaurant has such good reviews that I just had to come here. It's a tiny restaurant down some steps, so it might be hard at first to find if you don't know what you're looking for exactly. There isn't a ton of seats, so if it's busy, you might need to wait for a table.

The restaurant itself could use a huge facelift. The washrooms were dirty and very small. The whole place just feels outdated - minus the tables and chairs. I came on a busy Saturday night but was seated fairly quickly. They cleaned my table before I was seated but the dish cloth they used to wipe the table was definitely used.. my table just smelled like a used dish cloth, sadly.
There were also a TON of mosquitos. We were seated right in front the of door, so perhaps this could be why.. but the most odd thing is that they would just drop onto our table and food, and almost die or stop moving instantly. Not sure what was going on.. but it ruined my appetite. 

ONTO THE FOOD: the most important reason why I'm reviewing! We ordered the Juicy Pork Dumplings (soup dumplings), fried shrimp & pork dumplings, & chive pancakes. The soup dumplings were just okay. The filling wasn't as flavourful as other ones that I've tried from other places. It was missing something but I can't figure out what it is. The pancakes were really good, and I wish I ate more but they were dripping I grease, so I couldn't eat more than 2. I didn't have any of the fried dumplings but my boyfriend said they were very greasy as well. We actually had to go get a drink from a bar close by just to get rid of the greasy feel in our mouths.

I honestly wouldn't come back here myself. A lot of other people gave this place high reviews so I'm not sure if I just had a bad experience or not. But the greasy food and mosquitos flying around or dropped dead in front of us wasn't acceptable."
Blu Ristorante,5,2019-04-27,"The food was sooooo amazing! And the service was extremely good! I went there with my friend, and we both were extremely satisfied!"
Swatow Restaurant,3,2019-11-24,"Clearly this place is very popular because there was a line out the door during prime time dinner. This disappointing part is the table set up. It's so packed. We couldn't get to our table without telling like two tables if they can move. In addition, we were very confused about the food options. We had to send our noodles back because it's not what we wanted. I asked to double check before that could happen  but I guess there was a miscommunication. Also i was not a fan of the chicken we ate. Tasted mainly like a lot of fat and breading. The second  pair of noodles we got were very delicious.
Overall I'm not the biggest fan of the service and the food. Except the Lo MEIN, those were good
Menu:
General Tao Chicken
Lo Mein Beef and Vegetables"
Donatello Restaurant,3,2019-08-17,Food was mediocre at best I'm sad to say. The pastas and salads were very generic and like I can make that myself at home. Bread was warm which was nice and the atmosphere of both the outside downstairs/upstairs patios and the interior was nice.
Mexico Lindo,5,2020-03-15,"I heard about this place and have been putting off trying it. Then I watched Ugly Delicious S1 S2 and HAD to have tacos! Dropped in and ordered 5 al pastor tacos to go and boy, I was not disappointed! Reminded me of being back in Mexico eating street tacos! So delicious! Highly recommended! Couldn't stop eating long enough to take pics lol! I'll be back!"
Carisma,5,2019-08-06,"Fine Italian dining. Valued accordingly, but you certainly get what you pay for and the service was fantastic (as was the food). At our table the wild boar ragu pasta, sea bass and risotto were favourites. Our selections of Osso buco and delicate fish fillets perfectly prepared and flavored. The restaurant filled up as show time approached but we hardly noticed - not overly noisy despite being full by the time we departed. The food and service were both exceptional. Carisam is our number one choice for Italian food in Toronto. Sophisticated, elegant and classic. Love this place!"
Blooming Orchid,5,2018-11-11,"This is the best sushi place I have ever tried in my whole life. The dragon on fire sushi was very tasty and full of ingredients, the wonton soup is the best for hangovers, edamame comes salty, the deep fried cheese wonton was so good me and boyfriend finished the whole portion in less than 5 minutes, the green dragon roll came with fresh avocado and a delicious taste, the shrimp tempura lunch was crispy, and the miso soup was a little bit simple but it has several pieces of tofu inside and It might be just personal taste. All the portions were big, and for the prices the food is amazing. It's definitely a great place if you want to eat great food for a fair price. It's better if you call them to order cause they don't charge for delivery if the bill is more than 25 dollars, and they currently have a 10 % off discount because of their grand opening. Again, completely amazing I assure you it is worth it."
Itacate,2,2019-10-19,"This is a tough one! As some of you may know I love Tacos! I kept hearing that Itacate was the best place to grab the most authentic tacos in Toronto and obviously I had to give it a try. This little spot is located on St.Claire W and it doubles as a Butcher shop. I walk in and it smells amazing! I love pork tacos and since I can cook all other tacos I decided to get the Carnitas and El pastor. I was so excited and 2 of the saddest looking tacos were brought over. 

Now, looks are not everything so I decided to take a bite. Even though the tacos were super plain I figured if the meat is super flavourful I won't need any sauces. The meats were very chewy, at one point I felt like I was eating leather. Most of the Pork had gooey fat all over it and I just wasn't a fan. I added cilantro, onions and the extra spicy sauce which helped with flavour but the meat was a big issue for me. 

Keep Eating,
Angela"
Chula Taberna Mexicana,3,2020-01-31,"I forgot, the second time I went, how bad the green curry is and got it again.  Damn it."
Tacos El Asador,2,2020-06-02,"The service was amazing, the guy that greeted us especially was very enthusiastic. But .. when it came from the food. it was definitely 1/5. No flavour , no seasoning no nothing. We ordered 6 Tacos, Guac and chips and cheese Pupusas . To begin with the tacos lets just say we didn't eat them all. The shrimp tasted too.. fishy? not enough toppings on the taco. The beef was blend and so was the chicken. Only good thing about our order was the guac and chips. I normally go to taco Gus at Kensington (highly recommend ) and I regret trying something new."
Bang Bang Ice Cream and Bakery,3,2020-01-22,"Sort of an overhyped ice cream shop.

They indeed offer unique flavours, but it's significantly more expensive than necessary. Their flavours are fun to try if you haven't been here, but I would probably never return with their exuberant prices. Two tiny scoops of ice cream can run you nearly $10. You can find plenty of ice cream shops with unique flavours for way less.
Their ice cream is also super melty as well. As soon as I got it, it was already melting all over the place. If you're into soft serve, this is your spot--but I'm a hard serve ice cream kind of person."
Ho Ho Barbeque,3,2020-01-27,"The barbecue meat here is really good, juicy and tender. I normally get the lunch boxes here, and it's very hit and miss here.
I made the mistake of coming here 1.5 hours before they closed. They ran out of veggies, but still had plenty of meat left.

If you get the young dude cutting your meat, you're gonna get much less meat in your box. he's pretty stingy. and I've gone here 3 times, and every time he cut my meat, I got either bad cuts, or very little.

I've gotten roasted duck rice before, and he gives you the bones and rib area, with one piece of breast so you have one piece with meat.

Today I got 2 boxes, No veggies were left. I got 6 pieces of bbq pork and 5 pieces of roasted pork. and whole box load of rice. was so disappointed! barely any toppings, and they had plenty of meat left!! not like they were running out.

argh! the only part I can't complain is it's 6.50 a box and comes with either soup or a can of pop.

Pro tip, come early, otherwise don't come. and hope it's not the young dude cutting your meat."
Juicy Dumpling,3,2020-01-10,"It's an interesting concept to see for fast food dumplings. It wasn't bad nor was it really good, but it was perfectly fine for a quick grab and go lunch. 

They all look so delicious, but when it came out, it was clear that it was either made hours before and reheated or just has been sitting out for a while..none of our dumplings were piping hot, and neither was the Soup inside the soup dumplings, which was a bummer. 

The fried chicken was hot and good, but we also ordered the mini sesame balls that tasted a bit like there was some chemical in there and it wasn't fully cooked through-- super gross."
Homemade Ramen,3,2018-09-11,"Noodles are what they do best, and that's what brought me back to this restaurant for the second time. It's a budget friendly spot to grab a bite in Chinatown. I really like the texture of the noodles here,  just a bit of chew, but still soft and lots of fun to eat. Everything else that goes with the noodles however doesn't quite stand out. Don't get me wrong, it's still delicious; an unhealthier version of what my mom would make. Maybe I've been spoiled by my moms cooking :p

The stir fried noodles are drowning in oil, and lots of msg used to add flavor to those cold dishes. It's hard to not like it, but so much regrets after. The portions are big but somehow I managed to clean the plate. As I wipe at my oil covered mouth from slurping the stir fried noodle, slowly realizing what I've done, my first instinct is that I should go on a juice cleanse tomorrow. However, as soon as I stepped out of the shop, I'm back to my normal self, thought of juice cleanse replaced by ""what should I have for dinner?"""
Buca,1,2019-05-22,"We came here (King St location) Tuesday evening to take our guests from Vancouver to a nice dinner. Buca has been my favorite Italian spots in Toronto and has been my top recommendation for good restaurants in the city. We never once had a negative experience at Buca until last night. It was very disappointing to be in such a classy restaurant only to be treated poorly by their servers. We ordered charcuterie and pasta amongst the 5 of us. As we finished our dinner, we had told our server to pack up my bigoli pasta. As I picked up my takeout box, I realized it was not what I ordered. I quickly told the server that this was not mine and to my surprise, she yelled ""f*** off"" and stormed off in the kitchen. We were in shock as to why she responded this way. She returned shortly after, visibly disgruntled, and told me to stay put while the manager comes to talk to me. The manager arrives and simply tells me to wait while they make a new one for me to take home. She was not apologetic at all. Mind you, we had to wait 30 minutes for them to make the pasta again and as soon as I received it, they did not even acknowledge the fact that it shouldn't have taken that long. 

Mistakes happen but under no circumstances should servers be swearing at their customers. We are extremely confused as to what led to such aggresive remarks when we were the ones who had to wait 30 minutes to get our takeout. Definitely not going back after this incident. Servers were rude and ruined our evening."
Grazie Ristorante,3,2019-12-14,"This restaurant was fantastic dealing with some menu modifications that allergies required. Usually there is pushback from the kitchen but not this place. For that we are grateful. 

The modified meal was good, well cooked and an ok all round meal. The pasta in both meals was properly cooked and fresh. The veal however, not as good. It had large sections of charred burnt meat and was quite dry. 

Overall, the service was great, food...mediocre."
La Carnita,3,2019-07-25,"Came here for the first time by luck, on a Tuesday- had to take advantage of their Taco Tuesday special ($28 for 8 hardshell tacos). 

The service here was friendly but a little slower than normal standards. It is also pretty stuffy inside on a hot day, especially on the top floor, but the restaurant itself is a cute, grungy setup. 

I shared the special with my friend, and it came with the perfect amount of toppings to fill the tacos... it's always so satisfying when you're giving the perfect food ratios. The tacos are presented on a tray along with the (""sides"" is what they call it but I think a better word for it is just the taco stuffings). It came with all your taco essentials, including guac. The ground beef also had a bit of a spicy kick to it, and the taco shells had a different crunch to them. Overall, nothing was mind blowing about the tacos. I think it's fun for when you're coming in a pair with someone else, but you'd need to order more with it to fully fill up an empty stomach (good thing my friend and I had a snack before coming). The tacos were presented nicely but if I were to get this for say, takeout, not sure the deal is worth hyping about. 

I'd be open to coming back to try more of their extravagant tacos though :) judging from their menu the prices seemed reasonable for a downtown restaurant."
Giulietta,4,2019-04-19,"This restaurant was recently voted as one of the top restaurants in Canada for 2019 - they are actually number 9 on the list. Anyone who knows me, knows how much I love Italian food, so I was really excited to try this place out. 

There were 7 of us at the table, and we discussed the possibility of having the family style meal, which is usually recommended for a party of our size. However, it wasn't easy getting everyone to agree on which dishes to try, so we all ended up ordering our own dishes. A couple of us did share a few bites, so I was able to taste a few more dishes than what I ordered for myself. This is always my favourite way to dine, so you can experience as much of the menu as possible. 

Our server did say that the menu changes with the seasons, which is great since you get the freshest ingredients at their peak. It can also mean that a favourite dish won't always be available, but it's great to try new things. 

I started out with a Negroni cocktail, which was probably the best one I've ever had. Kudos to the bartender, as it was perfection. For a starter, I had the grilled octopus - I was actually hoping it was available as an entrée, as I'd seen photos of it already. Sadly for me, it was just appetizer size. It wasn't as tender as I'd hoped, but it was really flavorful and well-seasoned. For my entrée, I had the branzino, which was served whole. It was difficult to eat because there were so many bones, and it tasted a bit overdone, but still enjoyable. I shared some of my fish with a fellow diner in exchange for a few pieces of his pork chop, which was exceptional. We also shared a side of asparagus as well as the cauliflower, the latter being a bit bland. Their namesake pizza was a big hit, with lots of pistachios and a hint of smoked cheese. 

Four of us ordered desserts, which we shared with each other, and I have to say that the lemon crostata that I ordered was very good, but the Italian custard, called Bonet PIemontese, was the standout for everyone. It's very much like a crème caramel in both appearance and texture. I would definitely order this again. Their coffee was also exceptional, although we did not get it until after we'd all finished our desserts. They really need to improve the timing on that, as most people prefer to have their coffee with their dessert. 

Service was generally quite good, although we did wait quite a while to order our food, and then again had about a 35 minute wait between the appetizers and the entrées. When they brought the bill, they advised us that they were unable to split by seat. This is usually an awkward situation, but it was made even worse by the fact that many of the items on the bill were listed in Italian, so some people were unsure of what they had ordered. It took about 25 minutes just to sort it out. I cannot understand with technology today, why the restaurant cannot split a bill. Their POS system was one of the newest and fanciest ones I've ever seen, so I'm not sure if I believe they can't do it, rather than they choose not to. 

In any case, the food was definitely good enough that I want to return, next time to try the pasta, as not one person in the group ordered any on this visit."
Dumpling House Restaurant,3,2019-09-01,"CASH only. There's a bunch of banks/ATMS around the area so you're good just in case. Service is less to be desired but the dumplings were pretty solid. If it's your first time, I recommend trying 3 different flavours first for $12-13 (additional $2) instead of committing 12 dumplings to one flavour. They've got steamed and pan-fried. We really like the pork and shrimp - the only juicy and flavourful dumpling. The classic pork and chive were quite dry and the spinach needed salt to save its integrity. Tried their beef noodles and was super garlicky and the noodles were broken up which was annoying to eat.

Overall, will I be back, probably not - considering there are so many other dumpling spots in the area that will probably have better dumplings and better service."
Blooming Orchid,5,2019-05-29,"Run don't walk! 

Blooming Orchid really lives up to the hype. 

I was looking for a new AYCE midtown and found one thanks to Yelp and other reviews!

I will post pics below, the food was fresh, portions were perfect, and the taste was excellent.

The service from Qing nan was flawless, her kind, sweet, and helpful disposition made it an absolute pleasure to dine here during lunch hour. She was working the floor, taking care of all the tables, preparing the deliveries, and taking payment for take-out orders, and still her service was great, jus

They have been open for 7 months now, and they definitely have the right combo, of staff, food, and atmosphere to be around for a long time to come.

The decor was simple, relaxing, and comfortable. The washroom was immaculate and again simply decorated closed off by a frosted swinging glass door to access the area.

Will definitely be back, looking forward to it! 
Did I mention lunch buffet was $15.00 Mon-Thurs"
MEXITACO,3,2019-02-11,"A few points:

We got:

-grilled fish tacos 
-bean/cheese quesadilla 
-chicken quesadilla 
-beef tacos
-beef burrito 
-fried plantain 
-churro
-4 beers/$10 Sunday deal

3 stars because the portions are on the small side for what you pay. One hungry person will need at least two orders of tacos plus a side to fill them up. Service was ok but seemed a bit disinterested. 

The churro was very very good. I recommend for desert. That was probably the dish that stood out the most. 

The venue itself is nicely designed and a cool hangout spot. I'm happy to have a place like this in the neighbourhood especially because there are not a ton of sit down Mexican restaurants in the east end. They definitely fill a niche. Food is fine but nothing to write home about. Worth a try but it won't knock you off your feet. You will be annoyed by the lack of parking but not much one can do about that."
Playa Cabana,3,2018-09-07,"My friend and I decided on Mexican food for dinner and this popped up as nearby where we were at the time, Yorkville/Annex area. As we walked in, immediately we're greeted and seated in a tight space for 2. The menu was explained to us and water was given, then we were left for a few minutes to decide. 

We decided on salsa fresca & chips, chicken enchiladas suizas and short rib emmoladas along with a bottle each of corona and negra cervezas.

Salsa fresca and chips arrived first, the tomato salsa was delicious, the morita chile seemed to have been grilled before it was mashed together with tomatoes and red onions and went well with the crispy chips. (If you come for anything at all, this would be it and definitely skip the guac as it didn't seem appetizing.)

My friend and I shared the chicken enchiladas suizas and short rib emmoladas, while tasty, I could've gotten it somewhere else for cheaper. 

Because of how tight the space is, I was able to look around at what the other dinners ordered and the the tacos seemed to be more popular, so will have to come back and try those.

We also ordered alfajores, which at $8 for 2 was just meh."
Pai Northern Thai Kitchen,3,2020-02-21,"It was alright. Went in here for lunch service and ordered the Khao soi.  I knew all the hype surrounding this restaurant. 

To be honest I don't understand why they are awarded with such accolades I stayed in Thailand for a month so I will use that for comparison. 

I find the Khao soi too rich and coconutty. It over takes the subtle nuances of a balanced dish. It just taste like coconut cream soup. I wouldn't make this the quintessential place for Thai food. Support other local businesses."
Miku,2,2020-04-24,Ordered the salmon lover and red tuna maki through Ubereats and unfortunately got food poisoning from my order.
Juicy Dumpling,5,2020-02-10,"I think I have found a favorite place for food if you're on a budget, and also as a student! Located around Dragon City Mall at Chinatown, this is a popular quick eats place for delicious soup dumplings as low as $2.99 for 6! There are limited seats inside, and by the window, however since it's a quick meal, people tend to leave pretty quickly. Their menu offers a variety of soup dumplings, rice and also juicy fried buns. One thing I don't usually see in other Shanghai restaurant is pan fried versions of soup dumplings, so I definitely had to make an order of that. After ordering with the cashier, you will get a beeper that will ring when youre order's ready.

The food came fairly quickly after ordering. The soup dumplings are what youd get at regular Shanghai restaurants; super juicy and tasty!! I was honestly so surprised how delicious they were as I was skeptical at first due to the low price. The fried juicy buns were a bit small compared to other places, but for the price, you cant complain, and plus they were also very juicy inside as well. The pan fried soup dumplings were also surprisingly juicy as well as I was worried the heat from pan frying them would take it away. All in all, we ordered 4 things and the bill came up to be $16!"
Miku,5,2020-02-23,"We have been meaning to try Miku. We somehow waited until Winterlicious, we were able to try a lot of items from the menu. 

The presentation and quality of the food was just great. On top of the winterlicious, we got a miso soup each and an extra plate of sashimi. 

Dan from Japan, took care of us that dinner. He is wonderful! Super funny and cheerful, Dan really made our night. Shout out to Dan!"
House of Gourmet,3,2019-06-26,"Fairly average Chinese food but open late until 2:00 am with lots of seating. They are located a block or so from from Spadina on Dundas.

Their food seems pretty average to me except for their char siu (BBQ Pork) on rice that is my favorite. Everything else is ok but with the exception of great wok hei. If you're looking for a quick bite after a night out this place will do since they open until 2:00 am and has plenty of seating. Their menu is fairly intense about 500 items and with plenty of seating for a big group. 

The food comes out super fast piping hot. Service is ok just need to keep flagging someone down, their table turn over is quick that is the way they operate so don't expect stellar service but they aren't horrible either."
House of Gourmet,3,2019-09-23,"I came to House of Gourmet looking for a quick lunch break from work. 

It's been quite a while since I had some noodles in soup so I decided upon going to a place I've known since childhood. Upon entering, I was seated immediately and I ordered a bowl of Beef Brisket Rice Noodle Soup. 

The broth was exactly how I remembered from my youth. Layers of flavour, while still retaining its heat. The rice noodles were cooked to a decent al dente, however the beef brisket was a bit disappointing. It was not tender and took quite a while for me to chew. I did wish they cooked down the brisket a lot more as any good beef noodle soup does require soft and tender beef brisket. 

The service is what you would expect at any quick service Chinese restaurant. You go there, order quickly, eat and get out. 

It's a great place for a quick bite from their wide extensive menu, especially if you're looking for a homestyle meal after the bar/club. This place has lot a bit of its mystique from its hey day but it is still one of Chinatown's prime spots for Cantonese food."
KINKA IZAKAYA ORIGINAL,3,2020-02-08,"For a party of 3, we ordered 3 set meals and 2 drinks, and we left with our stomachs pretty full. This is my 3rd time at this location, but unfortunately stars were docked off for quite an uncomfortable experience. 

Made a reservation for a party of 3 for 6:30pm on a Tuesday, what we were given was a small table for 2 with a small stool at the side of our table, with my back to the adjacent customers table at a corner, which essentially felt like I was in the middle of the walkway. Throughout the entire dinner, I had felt extremely awkward and uncomfortable as I had felt the waiters/waitresses' bodies touching mine every time they came by to serve food to the table behind me. We've requested 2 times, when the restaurant was not packed for a larger table, but nothing was to be done. Unsurprisingly, I felt like we were being rushed in finishing our plates one right after the other as there were no room at all to fit any dishes anymore. 

If we had proper seating and space, I believe the experience would have been that much greater."
GB Hand-pulled Noodles,4,2019-10-08,"Decided to try this place since we've heard so many good things about it, and to see if its up there on my list of best beef noodle soups in Toronto. 

We ended up getting the mega beef noodle soup because it seemed like the best thing to share between two people. But honestly, if you were hungry enough you could probably finish it on your own. 

Noodles are hand pulled in store, and you can choose the lenght/thickness or style you wanted your noodles to be. We opted for the round thin noodles. The broth is nice and light but it still has body. You can really taste the beefiness. The parsley and green onion help cut through the rich soup. One of my favourite things here actually was not part of the noodle itself. But rather it was the chilli oil. The chilli oil was delicious and I probably finished half of the container by myself. 

Honestly overall it was pretty good, but it didn't blow my mind. Solid beef noodle soup and awesome hand pulled noodles. 10/10 would come again."
Fusaro’s Kitchen,2,2018-12-16,"The best thing about this place is the price of the food. Me and my wife went for dinner about an hour and a half before thier closing time on a Saturday night the place was less than half full. We were seated at a table that felt like it was a common walk way by the front door so requested if we could be moved and the waitress refused to move us saying she couldn't offer up a four person table to two people, even though there were plenty and the place wasn't even half full. 

On to the food: 
Bruschetta: bread used was good nice and toasted not overly hard. The tomatoes were tasteless and bland which ruins this dish no matter how good the bread is. Did not taste like bruschetta at all.

My wife ordered the rigatoni Bolognese with a rose sauce. She did not enjoy it at all saying it was watered down sauce with chunks of bland tomatoes. 

I had the penne ala vodka with meatballs as a sub for the bacon my dish was not bad  food came out piping hot, sauce was decent meatballs were small and tasteless.

If you're on a budget, don't care about good service or food quality then this is the spot for you!"
Hotopia Downtown,3,2020-02-23,"Dining here on a Saturday night was a 30 mins wait on the waitlist for a group of four. There was a small waiting area so it wasn't terrible but heads up, the place is pretty noisy

We ordered the ""boiled clams"", the ""Sichuan Picked Flavoured Beef in soup"", and their iced plum green tea

The clams were def a hit and a very reasonable price ($8) we really enjoyed the flavour and quality of the dish

The beef soup sadly was a ""miss"", the beef shavings were decent quality but the taste wasn't enjoyable. Too many peppercorns were left in the dish and slightly tasted off ( I'm unsure if stale or...) 

Tbh the spice level is manageable and not over the top, I just found the flavour to be subpar for Sichuan soup dishes 

The plum green tea isn't a fave either, extremely sweet and diluted (tastes like a watered down freezie )"
